Magur,FISHES AND SEA FOODS,78.5,15,1,1.3,0,4.2,86,210,290,0.7,0,0,0,0,0,0,0,0
Mahasole,FISHES AND SEA FOODS,70.3,25.2,2.3,1.2,0,1,126,130,280,3.8,0,0,0,0,0,0,0,0
Mandeli Dried,FISHES AND SEA FOODS,31.1,52.5,5.4,0,0,0,259,143,259,11.9,0,0,0,0,0,0,0,0
Mrigal,FISHES AND SEA FOODS,75,19.5,0.8,1.5,0,3.2,98,143,259,11.9,0,0,0,0.7,0 ,9.7,16.7,0
Mullet,FISHES AND SEA FOODS,69.9,19.1,7.8,1.1,0,2.1,155,357,175,4.4,0,0,0,2.6,0,0,0,0
Mushi Dried,FISHES AND SEA FOODS,9.6,67,4.9,0,0,0,312,541,507,2.7,0,0,0,0,0,0,0,0
Mussel Fresh Water,FISHES AND SEA FOODS,79.5,14.5,1.6,2.3,0,2.1,81,592,406,0,0,0,0,0,0,0,0,0
Mutijella Dried,FISHES AND SEA FOODS,19.2,63.6,2.4,11.8,0,3,288,7240,834,1,0,0,0,0,0,0,0,0
Oil Sardine,FISHES AND SEA FOODS,76.5,19.6,2,1.8,0,0.1,97,357,349,6.1,0,0,0,0,0,0,0,0
Pabda,FISHES AND SEA FOODS,73,19.2,2.1,1.1,0,4.6,114,310,210,1.3,0,0,0,0,0,0,0,0
Pangas,FISHES AND SEA FOODS,72.3,14.2,10.8,1,0,1.7,161,180,130,0.5,0,0,0,0.6,0,0,0,7
Parsey Fresh,FISHES AND SEA FOODS,70.8,17.5,5.9,1.5,0,4.3,140,850,490,2.7,0,0,0,0.8,0 ,0,0,6
Parsey Dried,FISHES AND SEA FOODS,11.8,65,4.4,15.8,0,3,312,2231,396,17.4,0,0,0,0,0,0,0,0
Pompfrets Black,FISHES AND SEA FOODS,74.5,20.3,2.6,1.1,0,1.5,111,286,306,2.3,0,0,0,0,0,0,0,0
Pompfrets White,FISHES AND SEA FOODS,78.4,17,1.3,1.5,0,1.8,87,200,290,0.9,0,0,0.15,2.6,0,0,0,0
Prawn,FISHES AND SEA FOODS,77.4,19.1,1,1.7,0,0.8,89,323,278,5.3,0,0.01,0.1,4.8,0,0,0,0
Puti ,FISHES AND SEA FOODS,75,18.1,2.4,1.4,0,3.1,106,110,96,1,0.3,0,0,0,0,0,0,15
Ravas,FISHES AND SEA FOODS,71.4,22.2,1.1,2,0,3.3,112,405,335,2,0,0,0,0,0,0,0,0
Ray,FISHES AND SEA FOODS,75.3,20.9,0.5,1.2,0,2.1,97,214,262,5.3,0,0,0,0,0,0,0,0
Ribbon Fish Fresh,FISHES AND SEA FOODS,76.6,18.1,3.2,1.5,0,0.6,104,214,218,13.9,0,0,0,2.1,0,0,0,0
Ribbon Fish Dried,FISHES AND SEA FOODS,6.7,76.1,8.7,0,0,0,383,739,700,4.2,0,0,0,0,0,0,0,0
Rohu,FISHES AND SEA FOODS,76.7,16.6,1.4,0.9,0,4.4,97,650,175,1,0,0.05,0.07,0.7,0,0,0,22
Sardine,FISHES AND SEA FOODS,78.1,21,1.9,1.7,0,0,101,90,360,2.5,0,0,0,2.6,0,0,0,0
Sarputi,FISHES AND SEA FOODS,70.2,16.5,9.5,1.5,0,2.3,161,220,120,0.5,0,0,0,0,0 ,0,0,14
Shark,FISHES AND SEA FOODS,76,21.6,0.4,1.2,0,0.8,93,357,262,1.4,0,0,0,2.5,0,0,0,0
Shrimp Small Dried,FISHES AND SEA FOODS,6,68.1,8.5,17.4,0,0,349,4384,1160,0,0,0,0,0,0 ,15.7,18.6,0
Seer,FISHES AND SEA FOODS,72.7,22.5,4,1.5,0,0,126,71,572,5.4,0,0,0,1.2,0,0,0,0
Silver Belly,FISHES AND SEA FOODS,76.4,19.2,1.6,3.2,0,0,91,715,741,2.2,0,0,0,0,0,0,0,0
Singhala,FISHES AND SEA FOODS,61,20.9,3.1,1.1,0,13.9,167,98,152,1.8,0,0,0,0,0,0,0,0
Singhi ,FISHES AND SEA FOODS,68,22.8,0.6,1.7,0,6.9,124,670,650,2.3,0,0,0,0.8,0,0,0,9
Sole ,FISHES AND SEA FOODS,78,16.2,2.3,1.3,0,2.2,94,140,95,0.5,0,0,0,0.5,0,0,0,0
Sole Malahar,FISHES AND SEA FOODS,78,19.5,4.7,3.1,0,0,120,1072,524,0.5,0,0,0,0,0,0,0,0
Surmai Fresh,FISHES AND SEA FOODS,63,19.9,1.4,0,0,0,92,92,161,2,0,0,0,0,0,0,0,0
Surmai Dried,FISHES AND SEA FOODS,43.3,38.6,6.2,0,0,0,210,148,172,4.4,0,0,0,0,0,0,0,0
Tapra Dried,FISHES AND SEA FOODS,12.6,62.3,9,15.1,0,1,334,771,552,19.3,0,0,0,0,0,0,0,0
Tapsi Dried,FISHES AND SEA FOODS,16.2,58.5,12.1,17.2,0,0,343,1597,595,41.2,0,0,0,0,0,0,0,0
Tartoor,FISHES AND SEA FOODS,78.3,18.2,0.2,2.1,0,1.2,79,1072,218,4.9,0,0,0,0,0,0,0,18
Tengra Fresh,FISHES AND SEA FOODS,70,19.2,6.4,2.1,0,2.3,144,270,170,2,0,0,0,0,0,0,0,0
Tengra Dried,FISHES AND SEA FOODS,13.8,54.9,3.9,27.5,0,0,255,843,400,0,0,0,0,0,0,0,0,0
Tunny,FISHES AND SEA FOODS,71.9,23.8,1.6,1.8,0,0.9,113,429,349,6.8,0,0,0,0,0,0,0,0
White Bait,FISHES AND SEA FOODS,79.1,14.5,1.4,2.5,0,2.5,81,643,437,3.8,0,0,0,2.3,0 ,0,0,0
Beef,MEAT AND POULTRY,8.2,79.2,10.3,1.6,0.5,0.2,410,68,324,18.8,0,0.03,0.44,5.8,0,0,0,2
Beef Muscle (Lean Meat),MEAT AND POULTRY,74.3,22.6,2.6,1,0,0,114,10,190,0.8,18,0.15,0.04,6.4,0,0,0,0
Buffalo Meat,MEAT AND POULTRY,78.7,19.4,0.9,1,0,0,86,3,189,0,0,0,0,0,0,4.6,7.8,0
Duck,MEAT AND POULTRY,72.3,21.6,4.8,1.2,0,0.1,130,4,235,0,0,0,0,0,0,0,0,0
Egg Duck,MEAT AND POULTRY,71,13.5,13.7,1,0,0.8,181,70,260,2.5,405,0.12,0.26,0.2,0,80,80,0
Egg Hen,MEAT AND POULTRY,73.7,13.3,13.3,1,0,0,173,60,220,2.1,420,0.1,0.4,0.1,0,70.3,78.3,0
Egg Turtle,MEAT AND POULTRY,76,12.2,6.7,1.5,0,3.6,124,93,299,0,0,0,0,0,0,0,0,0
Finch,MEAT AND POULTRY,68.8,26.6,3,1.7,0,0,133,90,347,0,0,0,0,0,0,0,0,0
Fowl Or Chicken,MEAT AND POULTRY,72.2,25.9,0.6,1.3,0,0,109,25,245,0,0,0,0.14,0,0,3.2,6.8,0
Goat Meat Lean,MEAT AND POULTRY,74.2,21.4,3.6,1.1,0,0,118,12,193,0,0,0,0,0,0,0.5,4.5,0
Grey Quail,MEAT AND POULTRY,75,21.9,1.7,1.4,0,0,103,22,282,0,0,0,0,0,0,0,0,0
Liver Goat,MEAT AND POULTRY,76.3,20,3,1.3,0,0,107,17,279,0,0,0,0,0,0 ,61.2,176.2,20
Liver Sheep,MEAT AND POULTRY,70.4,19.3,7.5,1.5,0,1.3,150,10,380,6.3,6690,0.36,1.7,17.6,0,65.5,188,0
Mutton (Meat &Muscle),MEAT AND POULTRY,71.5,18.5,13.3,1.3,0,0,194,150,150,2.5,9,0.18,0.14,6.8,0,1,5.8,0
Pigeon,MEAT AND POULTRY,70.4,23.3,4.9,1.4,0,0,137,12,290,0,0,0,0,0,0,0,0,2
Pork Muscle,MEAT AND POULTRY,77.4,18.7,4.4,1,0,0,114,30,200,2.2,0,0.54,0.09,2.8,0,0,0,0
Ruff And Reeve,MEAT AND POULTRY,70.3,25.9,2.3,1.5,0,0,124,3,321,0,0,0,0,0,0 ,0,0,0
Snail Small,MEAT AND POULTRY,78.9,12.6,1,3.8,0,3.7,74,1321,147,0,0,0,0,0,0,0,0,0
Snail Big,MEAT AND POULTRY,74.1,10.5,0.6,2.4,0,12.4,97,870,116,0,0,0,0,0,0,0,0,0
Turtle Meat,MEAT AND POULTRY,79.4,16.5,1.5,1.1,0,1.5,86,7,162,0,0,0,0,0,0,0,0,0
Venison,MEAT AND POULTRY,75.3,21,0.6,1.2,0,1.9,97,3,233,0,0,0,0,0,0,0,0,10
Milk Ass,MILK AND MILK PRODUCTS,89.9,2.1,1.5,0,0,6.5,48,80,0,0,0,0.06,0.03,0.1,0,0,0,1
Milk Buffalo,MILK AND MILK PRODUCTS,81,4.3,6.5,0.8,0,5,117,210,130,0.2,48,0.04,0.1,0.1,0,3.3,5.6,2
Milk Cow,MILK AND MILK PRODUCTS,87.5,3.2,4.1,0.8,0,4.4,67,120,90,0.2,53,0.05,0.19,0.1,0 ,5.6,8.5,1
Milk Goat,MILK AND MILK PRODUCTS,86.8,3.3,4.5,0.8,0,4.6,72,170,120,0.3,55,0.05,0.04,0.3,0,0.7,1.3,3
Milk Human,MILK AND MILK PRODUCTS,88,1.1,3.4,0.1,0,7.4,65,28,11,0,41,0.02,0.02,0,0,1.3,0,1
Curd Cow Milk,MILK AND MILK PRODUCTS,89.1,3.1,4,0.8,0,3,60,149,93,0.2,31,0.05,0.16,0.1,0 ,3.3,12.5,0
Butter Milk,MILK AND MILK PRODUCTS,97.5,0.8,1.1,0.1,0,0.5,15,30,30,0.1,0,0,0,0,0,0,0,1
Skimmed Milk Liquid,MILK AND MILK PRODUCTS,92.1,2.5,0.1,0.7,0,4.6,29,120,90,0.2,0,0,0,0.1,0,0,0,3
Channa Cow Milk,MILK AND MILK PRODUCTS,57.1,18.3,20.8,2.6,0,1.2,265,208,138,0,110,0.07,0.02,0,0,0,0,0
Channa Buffalo Milk,MILK AND MILK PRODUCTS,54.1,13.4,23,1.6,0,7.9,292,480,277,0,0,0,0,0,0,0,0,0
Cheese,MILK AND MILK PRODUCTS,40.3,24.1,25.1,4.2,0,6.3,348,790,520,2.1,82,0,0,0,0,0,0,0
Khoa Whole Buffalo Milk,MILK AND MILK PRODUCTS,30.6,14.6,31.2,3.1,0,20.5,421,650,420,5.8,0,0,0,0,0,0,0,0
Khoa Skimmed Buffalo Milk,MILK AND MILK PRODUCTS,46.1,22.3,1.6,4.3,0,25.7,206,990,650,2.7,0,0,0,0,0,0,0,6
Khoa Whole Cow Milk,MILK AND MILK PRODUCTS,25.2,20,25.9,4,0,24.9,413,956,613,0,149,0.23,0.41,0.4,0,0,0,5
Skimmed Milk Powder Cow Milk,MILK AND MILK PRODUCTS,4.1,38,0.1,6.8,0,51,357,1370,1000,1.4,0,0.45,1.64,1,0,0,0,4
Whole Milk Powder Cow Milk,MILK AND MILK PRODUCTS,3.5,25.8,26.7,6,0,38,496,950,730,0.6,420,0.31,1.36,0.8,0,0,0,0
Butter,FATS AND EDIBLE OILS,19,0,81,2.5,0,0,729,0,0,0,960,0,0,0,0,0,0,0
Ghee Cow,FATS AND EDIBLE OILS,0 ,0,100,0,0,0,900,0,0,0,600,0,0,0,0,0,0,0
Ghee Buffalo,FATS AND EDIBLE OILS,0 ,0,100,0,0,0,900,0,0,0,270,0,0,0,0,0,0,0
Hydrogenated Oil Fortified,FATS AND EDIBLE OILS,0 ,0,100,0,0,0,900,0,0,0,750,0,0,0,0 ,0,0,0
Cooking Oil,FATS AND EDIBLE OILS,0 ,0,100,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
Sugar Cane,SUGARS,0.4,0.1,0,0.1,0,99.4,398,12,1,0.155,0,0,0,0,0 ,0,0,0
Honey,SUGARS,20.6,0.3,0,0.2,0,79.5,319,5,16,0.696,0,0,0,0,0 ,0,0,0
Jaggery Cane,SUGARS,3.9,0.4,0.1,0.6,0,95,383,80,40,2.64,0,0,0,0,0,0,0,0
Jaggery Coconut Palm,SUGARS,10.3,1,0.2,5,0,83.5,340,1638,62,0,0,0,0,0,0,0,0,0
Jaggery Date Palm,SUGARS,9.6,1.5,0.3,2.6,0,86.1,353,363,62,0,0,0,0,0,0,0,0,0
Jaggery Fan Palm,SUGARS,8.6,1,0.1,1.8,0,98.5,359,225,44,0,0,0,0,0,0,0,0,0
Jaggery Sago Palm,SUGARS,9.2,2.3,0.1,3.7,0,84.7,349,1252,372,0,0,0,0,0,0,0,0,0
Sago,SUGARS,12.2,0.2,0.2,0.3,0,87.1,351,10,10,1.3,0,0,0,0,0,0,0,0
Pachwai Assam,BEVERAGES ALCOHOLIC,88.2,3,1.8,0.6,0.6,5.8,51,12,100,4.5,0,0,0,0,0,0,0,0
Toddy Fermented,BEVERAGES ALCOHOLIC,97.6,0.1,0.3,0.2,0,1.8,38,0,0,0,0,0,0,0,0 ,0,0,0
Toddy Sweet,BEVERAGES ALCOHOLIC,84.7,0.1,0.3,0.7,0,14.3,59,150,10,0.3,0,0,0,0,0 ,0,0,0
Neera,BEVERAGES NONALCOHOLIC,0,0.4,0,0.5,0,10.9,45,0,140,0.1,0,0,0,0,0,0,0,0
